Fire Department Name,Fire Department Code,Address,City,State,Zip Code,County Code,County Name,Phone Number,Latitude,Longitude,Location 1
MAYNARD FIRE DEPARTMENT,33019,PO BOX 377,MARCY,NY,13403,33,Oneida,3157328181,43.136575,-75.259185,"(43.136575, -75.259185)"
MC CONNELLSVILLE FIRE DEPT,33020,PO BOX 39,MC CONNELLSVILLE,NY,13401,33,Oneida,3152454621,43.273584,-75.693793,"(43.273584, -75.693793)"
NEW HARTFORD FIRE DEPARTMENT,33021,PO BOX 328,NEW HARTFORD,NY,13413,33,Oneida,3157363182,43.072263,-75.287322,"(43.072263, -75.287322)"
NEW LONDON FIRE DEPARTMENT,33022,PO BOX 4421,ROME,NY,13442,33,Oneida,3153390918,43.22014,-75.45029,"(43.22014, -75.45029)"
NEW YORK MILLS FIRE DEPARTMENT,33023,1 MAPLE STREET,NEW YORK MILLS,NY,13417,33,Oneida,3157239554,43.103548,-75.292839,"(43.103548, -75.292839)"
NORTH BAY FIRE DEPARTMENT,33024,2114 STATE RT 49,NORTH BAY,NY,13123,33,Oneida,3152455007,43.23046,-75.74809,"(43.23046, -75.74809)"
ONEIDA CASTLE FIRE DEPARTMENT,33025,3989 SHOLTZ ROAD,ONEIDA CASTLE,NY,13421,33,Oneida,3153634406,43.07952,-75.636561,"(43.07952, -75.636561)"
ORISKANY FIRE DEPARTMENT,33026,708 UTICA ST PO BOX 217,ORISKANY,NY,13424,33,Oneida,3157363221,43.16121,-75.3667,"(43.16121, -75.3667)"
ORISKANY FALLS FIRE DEPARTMENT,33027,MADISON STREET,ORISKANY FALLS,NY,13425,33,Oneida,3158217855,42.933726,-75.466416,"(42.933726, -75.466416)"
OTTER LAKE FIRE DEPARTMENT,33028,13853 ROUTE 28,OTTER LAKE,NY,13427,33,Oneida,3153693668,43.47537,-75.09455,"(43.47537, -75.09455)"
PARIS HILL FIRE DEPARTMENT,33029,2845 ROUTE 12,PARIS,NY,13456,33,Oneida,3157375169,43.0046,-75.26014,"(43.0046, -75.26014)"
PROSPECT FIRE DEPARTMENT,33032,PO BOX 66,PROSPECT,NY,13435,33,Oneida,3158966514,43.35137,-75.18775,"(43.35137, -75.18775)"
REMSEN FIRE DEPARTMENT,33033,MAIN STREET PO BOX 299,REMSEN,NY,13438,33,Oneida,3158312131,43.326844,-75.186844,"(43.326844, -75.186844)"
ROME FIRE DEPARTMENT,33034,158 BLACK RIVER BLVD,ROME,NY,13440,33,Oneida,3153397784,43.211391,-75.452785,"(43.211391, -75.452785)"
SAUQUOIT FIRE DEPARTMENT,33036,PINNACLE ROAD PO BOX 534,SAUQUOIT,NY,13456,33,Oneida,3157379550,43.00507,-75.256643,"(43.00507, -75.256643)"
SHERRILL-KENWOOD FIRE DEPARTMENT,33038,373 SHERRILL ROAD,SHERRILL,NY,13461,33,Oneida,,43.071933,-75.598668,"(43.071933, -75.598668)"
STANWIX HEIGHTS FIRE DEPARTMENT,33039,6920 DIX ROAD,ROME,NY,13440,33,Oneida,,43.180786,-75.430934,"(43.180786, -75.430934)"
STITTVILLE FIRE DEPARTMENT,33040,9069 MAIN ST,STITTVILLE,NY,13469,33,Oneida,3158654531,43.222931,-75.286879,"(43.222931, -75.286879)"
SYLVAN BEACH FIRE DEPARTMENT,33041,329 16TH AVENUE,SYLVAN BEACH,NY,13157,33,Oneida,,43.199341,-75.728911,"(43.199341, -75.728911)"
TABERG FIRE DEPARTMENT,33042,PO BOX 523,TABERG,NY,13471,33,Oneida,3153378447,43.265975,-75.60677,"(43.265975, -75.60677)"
BARNEVELD FIRE DEPARTMENT,33043,PO BOX 480,BARNEVELD,NY,13304,33,Oneida,3158962410,43.273658,-75.185024,"(43.273658, -75.185024)"
UTICA FIRE DEPARTMENT (CITY),33044,552 BLEECKER STREET,UTICA,NY,13501,33,Oneida,3157245151,43.099461,-75.221847,"(43.099461, -75.221847)"
VERNON FIRE DEPARTMENT,33045,PO BOX 773,VERNON,NY,13476,33,Oneida,3158293475,43.079103,-75.540966,"(43.079103, -75.540966)"
VERONA FIRE DEPARTMENT,33046,PO BOX 137,VERONA,NY,13478,33,Oneida,3153636009,43.13964,-75.57198,"(43.13964, -75.57198)"
VIENNA FIRE DEPARTMENT,33047,2875 STATE RTE 49,BLOSSVALE,NY,13308,33,Oneida,3152451237,43.239521,-75.697047,"(43.239521, -75.697047)"
WATERVILLE FIRE DEPARTMENT,33048,PO BOX 272,WATERVILLE,NY,13480,33,Oneida,3158414521,42.91361,-75.38468,"(42.91361, -75.38468)"
WESTERNVILLE FIRE DEPARTMENT,33049,PO BOX 17 / 9305 ST RTE 46,WESTERNVILLE,NY,13486,33,Oneida,3158274242,43.34718,-75.34765,"(43.34718, -75.34765)"
WESTMORELAND FIRE DEPARTMENT,33050,PO BOX 478,WESTMORELAND,NY,13490,33,Oneida,3158536884,43.10362,-75.43262,"(43.10362, -75.43262)"
WHITESBORO FIRE DEPARTMENT,33051,171 ORISKANY BLVD,WHITESBORO,NY,13492,33,Oneida,3157361238,43.117366,-75.291905,"(43.117366, -75.291905)"
WILLOWVALE FIRE DEPARTMENT,33052,3533 BLEACHERY AVENUE,CHADWICKS,NY,13319,33,Oneida,,43.031153,-75.27404,"(43.031153, -75.27404)"
YORKVILLE FIRE DEPARTMENT,33053,SIXTH ST AND CALDER AVENUE,YORKVILLE,NY,13495,33,Oneida,3157361523,43.112106,-75.278512,"(43.112106, -75.278512)"
LOWELL VOLUNTEER FIRE DEPARTMENT,33054,5783 STATE ROUTE 26,ROME,NY,13440,33,Oneida,3153391034,43.133013,-75.500422,"(43.133013, -75.500422)"
VERNON CENTER VOLUNTEER FD,33055,5770 NORTON ROAD,VERNON CENTER,NY,13477,33,Oneida,3158292139,43.053952,-75.504459,"(43.053952, -75.504459)"
WOODGATE VOL FIRE DEPARTMENT,33056,BOX 52,WOODGATE,NY,13494,33,Oneida,3153926611,43.522315,-75.154821,"(43.522315, -75.154821)"
AMBER FIRE DEPARTMENT,34001,PO BOX 172,MARIETTA,NY,13110,34,Onondaga,3156367741,42.87702,-76.26723,"(42.87702, -76.26723)"
APULIA FIRE DEPARTMENT,34002,BOX 96,APULIA STATION,NY,13020,34,Onondaga,3156965636,42.81903,-76.07032,"(42.81903, -76.07032)"
BALDWINSVILLE FIRE DEPARTMENT,34003,7911 CREGO RD,BALDWINSVILLE,NY,13027,34,Onondaga,3156358787,43.15893,-76.32919,"(43.15893, -76.32919)"
BELGIUM-COLD SPRING VOL FIRE CO,34004,8435 LOOP ROAD,BALDWINSVILLE,NY,13027-8400,34,Onondaga,3156355136,43.153843,-76.277072,"(43.153843, -76.277072)"
BORODINO FIRE DEPARTMENT,34005,2500 NUNNERY RD RD #3,SKANEATELES,NY,13152,34,Onondaga,3156733735,42.858103,-76.337904,"(42.858103, -76.337904)"
BREWERTON FIRE DEPARTMENT,34006,PO BOX 708,BREWERTON,NY,13029,34,Onondaga,3156767724,43.235896,-76.140285,"(43.235896, -76.140285)"
CAMILLUS FIRE DEPARTMENT,34007,5801 NEEWPORT ROAD,CAMILLUS,NY,13031,34,Onondaga,3156724207,43.052289,-76.31019,"(43.052289, -76.31019)"
CICERO FIRE DEPARTMENT,34008,MAIN STREET PO BOX 1111,CICERO,NY,13039,34,Onondaga,3156997721,43.175815,-76.119476,"(43.175815, -76.119476)"
CLAY FIRE DEPARTMENT,34009,4383 STATE ROUTE 31,CLAY,NY,13041,34,Onondaga,3156524242,43.186347,-76.213974,"(43.186347, -76.213974)"
DELPHI FALLS FIRE DEPARTMENT,34010,2260 ORAN-DELPHI ROAD,MANLIUS,NY,13104,34,Onondaga,3156623595,42.880805,-75.913713,"(42.880805, -75.913713)"
DEWITT FIRE DEPARTMENT,34011,4500 E GENESEE STREET,DEWITT,NY,13214,34,Onondaga,3154463195,43.034653,-76.065396,"(43.034653, -76.065396)"
EAST SYRACUSE FIRE DEPARTMENT,34012,204 NORTH CENTER STREET,EAST SYRACUSE,NY,13057,34,Onondaga,3156713380,43.064091,-76.070985,"(43.064091, -76.070985)"
ELBRIDGE FIRE DEPT,34013,275 E MAIN ST PO BOX 250,ELBRIDGE,NY,13060,34,Onondaga,3156893021,43.033643,-76.452672,"(43.033643, -76.452672)"
FABIUS FIRE DEPARTMENT,34014,7825 MAIN STREET BOX 60,FABIUS,NY,13063,34,Onondaga,3156835362,42.85628,-75.99683,"(42.85628, -75.99683)"
FAIRMOUNT FIRE DEPARTMENT,34015,4611 W GENESEE ST,SYRACUSE,NY,13219,34,Onondaga,3154875811,43.044579,-76.247656,"(43.044579, -76.247656)"
FAYETTEVILLE FIRE DEPARTMENT,34016,425 EAST GENESEE STREET,FAYETTEVILLE,NY,13066,34,Onondaga,3156376101,43.02976,-76.005992,"(43.02976, -76.005992)"
HINSDALE FIRE DEPARTMENT,34018,113 MALDEN ROAD,MATTYDALE,NY,13211,34,Onondaga,3154552511,43.104317,-76.144665,"(43.104317, -76.144665)"
HOWLETT HILL FIRE DEPARTMENT,34019,3384 HOWLETT HILL ROAD,SYRACUSE,NY,13215,34,Onondaga,3156731817,42.98659,-76.26076,"(42.98659, -76.26076)"
JAMESVILLE FIRE DEPARTMENT,34020,6486 E SENECA TPK POB 516,JAMESVILLE,NY,13078,34,Onondaga,3154922872,42.991646,-76.071983,"(42.991646, -76.071983)"
JORDAN FIRE DEPARTMENT,34021,1 NORTH HAMILTON STREET,JORDAN,NY,13080,34,Onondaga,3156893923,43.065627,-76.477049,"(43.065627, -76.477049)"
KIRKVILLE FIRE COMPANY,34022,6225 KIRKVILLE RD N  POB 6,KIRKVILLE,NY,13082,34,Onondaga,3156563093,43.071408,-75.950825,"(43.071408, -75.950825)"
LAFAYETTE FIRE DEPARTMENT,34023,2436 ROUTE 11 SO PO BOX 260,LAFAYETTE,NY,13084,34,Onondaga,3156773400,42.89281,-76.10546,"(42.89281, -76.10546)"
LAKESIDE FIRE DEPARTMENT,34024,1002 STATE FAIR BLVD POB 69,SYRACUSE,NY,13209,34,Onondaga,3154877218,43.099219,-76.247604,"(43.099219, -76.247604)"
LIVERPOOL VOLUNTEER FIRE DEPT,34025,1110 OSWEGO ST,LIVERPOOL,NY,13088,34,Onondaga,3154576347,43.111168,-76.211316,"(43.111168, -76.211316)"
LYNCOURT VOLUNTEER FIRE DEPT,34026,2909 COURT STREET,SYRACUSE,NY,13208,34,Onondaga,3154556570,43.083325,-76.129547,"(43.083325, -76.129547)"
LYSANDER FIRE DEPARTMENT,34027,664 LAMSON ROAD,BALDWINSVILLE,NY,13027,34,Onondaga,3156782260,43.15893,-76.32919,"(43.15893, -76.32919)"
MANLIUS FIRE DEPARTMENT,34028,4 STICKLEY DR PO BOX 236,MANLIUS,NY,13104,34,Onondaga,3156828318,43.002049,-75.98375,"(43.002049, -75.98375)"
MARCELLUS VOLUNTEER FIRE DEPT,34029,PO BOX 186,MARCELLUS,NY,13108,34,Onondaga,3156731818,42.9825,-76.33878,"(42.9825, -76.33878)"
MATTYDALE FIRE DEPARTMENT,34030,173 EAST MOLLOY ROAD,MATTYDALE,NY,13211,34,Onondaga,3154540090,43.097977,-76.141988,"(43.097977, -76.141988)"
MEMPHIS FIRE DEPARTMENT,34031,PO BOX 38,MEMPHIS,NY,13112,34,Onondaga,3156893359,43.084042,-76.376164,"(43.084042, -76.376164)"
MINOA FIRE DEPARTMENT,34032,238 N MAIN ST PO BOX 104,MINOA,NY,13116,34,Onondaga,3156569204,43.077311,-76.000746,"(43.077311, -76.000746)"
MOTTVILLE FIRE COMPANY,34033,4149 FROST ST PO BOX 9,MOTTVILLE,NY,13119,34,Onondaga,3156853832,42.97443,-76.42751,"(42.97443, -76.42751)"
MOYERS CORNERS VOL FIRE DEPT,34034,7697 MORGAN RD,LIVERPOOL,NY,13090,34,Onondaga,3156527733,43.144772,-76.207133,"(43.144772, -76.207133)"
NAVARINO VOLUNTEER FIRE DEPT,34035,PO BOX 15004,SYRACUSE,NY,13215,34,Onondaga,3156733260,42.929828,-76.273972,"(42.929828, -76.273972)"
NEDROW FIRE DEPARTMENT,34036,6505 SOUTH SALINA STREET,NEDROW,NY,13120,34,Onondaga,3154690053,42.977462,-76.141536,"(42.977462, -76.141536)"
NORTH SYRACUSE FIRE DEPARTMENT,34037,109 CHESTNUT STREET,NORTH SYRACUSE,NY,13212,34,Onondaga,3154585345,43.13625,-76.130626,"(43.13625, -76.130626)"
ONONDAGA HILL FIRE DEPARTMENT,34038,4831 VELASKO ROAD,SYRACUSE,NY,13215,34,Onondaga,3154929191,43.005854,-76.184948,"(43.005854, -76.184948)"
ONONDAGA NATION FIRE DEPARTMENT,34039,ONONDAGA NATION BOX 290,NEDROW,NY,13120,34,Onondaga,3154691384,,,
OTISCO FIRE DEPARTMENT,34040,1933 ROUTE 80,TULLY,NY,13159,34,Onondaga,3156968226,42.80235,-76.14671,"(42.80235, -76.14671)"
PLAINVILLE FIRE DEPARTMENT,34041,767 W GENESEE RD PO BOX 286,PLAINVILLE,NY,13137,34,Onondaga,3156382994,43.15956,-76.44717,"(43.15956, -76.44717)"
POMPEY HILL FIRE DEPARTMENT,34042,7407 ACADEMY ST PO BOX 112,POMPEY,NY,13138,34,Onondaga,3156773212,42.90128,-76.01134,"(42.90128, -76.01134)"
SENECA RIVER FIRE DEPARTMENT,34043,3457 HAYES ROAD,BALDWINSVILLE,NY,13027,34,Onondaga,3156223369,43.125649,-76.272387,"(43.125649, -76.272387)"
SENTINEL HEIGHTS FIRE DEPT,34044,4200 DAVE TILDEN ROAD,JAMESVILLE,NY,13078,34,Onondaga,3154693653,42.974293,-76.120474,"(42.974293, -76.120474)"
SKANEATELES FIRE DEPARTMENT,34045,77 W GENESEE STREET,SKANEATELES,NY,13152-1065,34,Onondaga,3156853496,42.947581,-76.431953,"(42.947581, -76.431953)"
SOLVAY FIRE DEPARTMENT,34046,PO BOX 123,SOLVAY,NY,13209,34,Onondaga,3154681313,43.062059,-76.209117,"(43.062059, -76.209117)"
SOUTH BAY VOLUNTEER FIRE DEPT,34047,8819 CICERO CENTER RD,CICERO,NY,13039,34,Onondaga,3156992893,43.193937,-76.041651,"(43.193937, -76.041651)"
SOUTH ONONDAGA FIRE DEPARTMENT,34048,3130 CEDARVALE ROAD,NEDROW,NY,13120,34,Onondaga,3154921147,42.930411,-76.21426,"(42.930411, -76.21426)"
SOUTHWOOD FIRE DEPARTMENT,34049,PO BOX 365,JAMESVILLE,NY,13078,34,Onondaga,3154695171,42.993596,-76.109848,"(42.993596, -76.109848)"
SPAFFORD FIRE DEPARTMENT,34050,660 RTE 41,HOMER,NY,13077,34,Onondaga,6077494422,42.803076,-76.264225,"(42.803076, -76.264225)"
SYRACUSE FIRE DEPARTMENT (CITY),34051,511 SOUTH STATE STREET,SYRACUSE,NY,13202,34,Onondaga,3154735525,43.046921,-76.147406,"(43.046921, -76.147406)"
TAUNTON VOLUNTEER FIRE DEPT,34052,4300 ONONDAGA BOULEVARD,SYRACUSE,NY,13219,34,Onondaga,3154681011,43.02661,-76.214991,"(43.02661, -76.214991)"
TULLY FIRE DEPARTMENT,34053,1 RAILROAD ST,TULLY,NY,13159,34,Onondaga,3156966414,42.798818,-76.106112,"(42.798818, -76.106112)"
WARNERS FIRE DEPARTMENT,34054,6444 NEWPORT RD PO BOX 72,WARNERS,NY,13164,34,Onondaga,3156725740,43.083044,-76.328734,"(43.083044, -76.328734)"
BRISTOL VOLUNTEER FIRE DEPT,35001,4350 ROUTE 64,CANANDAIGUA,NY,14424,35,Ontario,7166576694,42.816371,-77.394158,"(42.816371, -77.394158)"
CANANDAIGUA FIRE DEPT (CITY),35002,335 SOUTH MAIN STREET,CANANDAIGUA,NY,14424,35,Ontario,5853942111,42.882765,-77.277585,"(42.882765, -77.277585)"
CHESHIRE VOLUNTEER FIRE DEPT,35004,4285 RTE 21,CANANDAIGUA,NY,14424,35,Ontario,7163948871,42.86943,-77.29118,"(42.86943, -77.29118)"
CLIFTON SPRINGS FIRE DEPARTMENT,35005,RAILROAD AVENUE BOX 15,CLIFTON SPRINGS,NY,14432,35,Ontario,3154623358,42.966121,-77.139859,"(42.966121, -77.139859)"
CRYSTAL BEACH VOL FIRE DEPT,35006,4477 MAIDEN LANE,CANANDAIGUA,NY,14424-9785,35,Ontario,7163942975,42.86943,-77.29118,"(42.86943, -77.29118)"
EAST BLOOMFIELD FIRE DEPARTMENT,35007,PO BOX 246  105 MAIN STREET,E BLOOMFIELD,NY,14443-0246,35,Ontario,7162295563,42.897633,-77.432361,"(42.897633, -77.432361)"
FARMINGTON FIRE DEPARTMENT,35008,1225 HOOK ROAD,FARMINGTON,NY,14425,35,Ontario,5857421894,42.975447,-77.348733,"(42.975447, -77.348733)"
FISHERS FIRE DEPARTMENT,35009,7853 MAIN ST PO BOX 397,FISHERS,NY,14453,35,Ontario,7169243451,43.0092,-77.46899,"(43.0092, -77.46899)"
GENEVA FIRE DEPARTMENT,35011,47 CASTLE STREET,GENEVA,NY,14456,35,Ontario,3157896305,42.867905,-76.982723,"(42.867905, -76.982723)"
GORHAM FIRE CO,35012,4676 KEARNEY ROAD,GORHAM,NY,14461,35,Ontario,5855265363,42.80147,-77.136839,"(42.80147, -77.136839)"
HALL FIRE DEPARTMENT,35013,4852 MAIN STREET PO BOX 8,HALL,NY,14463,35,Ontario,5855265944,42.7937,-77.06879,"(42.7937, -77.06879)"
HONEOYE FIRE DEPARTMENT,35014,PO BOX 469,HONEOYE,NY,14471,35,Ontario,7163673381,42.72754,-77.48391,"(42.72754, -77.48391)"
HOPEWELL FIRE DEPARTMENT,35015,PO BOX 932,CANANDAIGUA,NY,14424,35,Ontario,7163947173,42.86943,-77.29118,"(42.86943, -77.29118)"
IONIA VOLUNTEER FIRE COMPANY,35016,8338 CO ROAD #14 PO BOX 43,IONIA,NY,14475,35,Ontario,7163964411,42.931399,-77.496632,"(42.931399, -77.496632)"
MANCHESTER FIRE DEPARTMENT,35017,3808 DEWEY ROAD,SHORTSVILLE,NY,14548,35,Ontario,7162893022,42.96955,-77.228717,"(42.96955, -77.228717)"
NAPLES FIRE DEPARTMENT,35018,297 ITALY TURNPIKE,NAPLES,NY,14512,35,Ontario,7163746452,42.61358,-77.404047,"(42.61358, -77.404047)"
NORTH SIDE FIRE COMPANY,35019,270 CARTER ROAD,GENEVA,NY,14456,35,Ontario,3157890805,42.889771,-76.993945,"(42.889771, -76.993945)"
PHELPS FIRE DEPARTMENT,35021,7 EXCHANGE ST PO BOX 81,PHELPS,NY,14532,35,Ontario,3155482028,42.957992,-77.057002,"(42.957992, -77.057002)"
PORT GIBSON VOL FIRE DEPT,35022,305 COUNTY RD #27,CLIFTON SPRINGS,NY,14432,35,Ontario,3155979376,42.95558,-77.22075,"(42.95558, -77.22075)"
SENECA CASTLE FIRE DEPARTMENT,35024,PO BOX 59,SENECA CASTLE,NY,14547,35,Ontario,7165265296,42.82481,-77.09493,"(42.82481, -77.09493)"
SHORTSVILLE FIRE DEPARTMENT,35025,5 SHELDON STREET,SHORTSVILLE,NY,14548,35,Ontario,7162893017,42.955756,-77.220702,"(42.955756, -77.220702)"
STANLEY FIRE COMPANY,35026,PO BOX 481,STANLEY,NY,14561,35,Ontario,7165265087,42.81855,-77.11322,"(42.81855, -77.11322)"
VICTOR VOLUNTEER FIRE DEPT,35027,34 MAPLE AVENUE,VICTOR,NY,14564,35,Ontario,5857422468,42.981169,-77.409605,"(42.981169, -77.409605)"
WEST BLOOMFIELD FIRE DEPARTMENT,35028,PO BOX 24,WEST BLOOMFIELD,NY,14585,35,Ontario,5852428394,42.9073,-77.5514,"(42.9073, -77.5514)"
WEST LAKE ROAD FIRE ASSN,35029,5275 OLD LAKE ROAD,GENEVA,NY,14456,35,Ontario,3157890061,42.86003,-76.98868,"(42.86003, -76.98868)"
WHITE SPRINGS FIRE DEPARTMENT,35031,PO BOX 401,GENEVA,NY,14456,35,Ontario,3157897274,42.86003,-76.98868,"(42.86003, -76.98868)"
OAKS CORNERS FIRE DEPARTMENT,35032,607 CROSS ROAD PO BOX 54,OAKS CORNERS,NY,14518,35,Ontario,3155483836,42.932925,-77.00047,"(42.932925, -77.00047)"
PINE ISLAND FIRE DEPARTMENT,36001,PO BOX 159 CNTY RT 1,PINE ISLAND,NY,10969,36,Orange,9142584377,41.28681,-74.49178,"(41.28681, -74.49178)"
CAMPBELL HALL ENGINE CO NO 1,36002,COUNTY ROUTE 4,CAMPBELL HALL,NY,10916,36,Orange,9144272888,41.455253,-74.258304,"(41.455253, -74.258304)"
CHESTER FIRE DEPT,36004,PO BOX 504,CHESTER,NY,10918,36,Orange,9144394100,41.3603,-74.275652,"(41.3603, -74.275652)"
CIRCLEVILLE FIRE DEPARTMENT,36005,2147 ROUTE 302,CIRCLEVILLE,NY,10919,36,Orange,9143613702,41.52166,-74.38235,"(41.52166, -74.38235)"
COLDENHAM FIRE COMPANY,36006,511 COLDENHAM ROAD,WALDEN,NY,12586,36,Orange,9145647223,41.527015,-74.152814,"(41.527015, -74.152814)"
CORNWALL FIRE DEPARTMENT,36007,1 QUAKER AVE PO BOX 362,ORNWALL,NY,12518,36,Orange,9145349596,41.434662,-74.037048,"(41.434662, -74.037048)"
CORNWALL-ON-HUDSON FIRE DEPT,36008,233 HUDSON STREET BOX 333,CORNWALL-ON-HUDSON,NY,12520,36,Orange,9145342841,41.444211,-74.014448,"(41.444211, -74.014448)"
CRONOMER VALLEY FIRE DEPARTMENT,36009,296 NORTH PLANK ROAD,NEWBURGH,NY,12550,36,Orange,8455644011,41.549365,-74.058901,"(41.549365, -74.058901)"
CUDDEBACKVILLE FIRE DEPARTMENT,36010,PO BOX 285,CUDDEBACKVILLE,NY,12729,36,Orange,8457548421,41.469339,-74.608018,"(41.469339, -74.608018)"
ORANGE LAKE FIRE DEPARTMENT,36011,407 S PLANK ROAD SUITE 5,NEWBURGH,NY,12550,36,Orange,9145643878,41.539906,-74.097455,"(41.539906, -74.097455)"
FLORIDA FIRE DEPARTMENT,36012,PO BOX 600,FLORIDA,NY,10921,36,Orange,9146517754,41.331179,-74.35652,"(41.331179, -74.35652)"
FORT MONTGOMERY FIRE DEPARTMENT,36013,PO BOX 71,FORT MONTGOMERY,NY,10922,36,Orange,8454465102,41.332666,-73.986314,"(41.332666, -73.986314)"
GOOD WILL FIRE DEPARTMENT,36014,1 SOUTH PLANK ROAD,NEWBURGH,NY,12550,36,Orange,9145621129,41.51058,-74.046649,"(41.51058, -74.046649)"
GREENVILLE FIRE DEPARTMENT,36015,1 FIREHOUSE ROAD,PORT JERVIS,NY,12771,36,Orange,8458584114,41.370066,-74.615546,"(41.370066, -74.615546)"
GOSHEN FIRE DEPARTMENT,36016,PO BOX 946,GOSHEN,NY,10924,36,Orange,8452943448,41.403121,-74.325794,"(41.403121, -74.325794)"
GREENWOOD LAKE FIRE DEPARTMENT,36017,51 WATERSTONE RD PO BX 1388,GREENWOOD LAKE,NY,10925,36,Orange,8454772236,41.222363,-74.292795,"(41.222363, -74.292795)"
HARRIMAN ENGINE COMPANY NO 1,36018,PO BOX 104  2 S MAIN STREET,HARRIMAN,NY,10926,36,Orange,9147831120,41.309637,-74.150364,"(41.309637, -74.150364)"
HIGHLAND FALLS VOL FIRE DEPT,36019,303 MAIN STREET,HIGHLAND FALLS,NY,10928,36,Orange,,41.36913,-73.966749,"(41.36913, -73.966749)"
HOWELLS FIRE DEPARTMENT,36021,PO BOX 115,HOWELLS,NY,10932,36,Orange,9143862000,41.479697,-74.466889,"(41.479697, -74.466889)"
JOHNSON FIRE DEPARTMENT,36022,CREAMERY ROAD PO BOX 85,JOHNSON,NY,10933,36,Orange,9143556726,41.366001,-74.505299,"(41.366001, -74.505299)"
LAKESIDE FIRE COMPANY,36023,PO BOX 779,MONROE,NY,10950,36,Orange,9147834165,41.278719,-74.215037,"(41.278719, -74.215037)"
MAYBROOK ENGINE COMPANY NO 1,36024,204 WALLACE AVENUE,MAYBROOK,NY,12543,36,Orange,8454279995,41.481924,-74.218617,"(41.481924, -74.218617)"
MIDDLE HOPE FIRE DEPARTMENT,36025,PO BOX 712,NEWBURGH,NY,12550,36,Orange,8455654068,41.538359,-74.013016,"(41.538359, -74.013016)"
MIDDLETOWN FIRE DEPARTMENT,36026,81 EAST MAIN STREET,MIDDLETOWN,NY,10940,36,Orange,8453434169,41.445845,-74.41582,"(41.445845, -74.41582)"
MECHANICSTOWN FIRE DEPARTMENT,36027,22 VICTORY STREET,MIDDLETOWN,NY,10940,36,Orange,8453420821,41.442938,-74.400017,"(41.442938, -74.400017)"
MONROE FIRE DEPARTMENT,36028,526 ROUTE 17M,MONROE,NY,10950,36,Orange,8457836791,41.320892,-74.181403,"(41.320892, -74.181403)"
MONTGOMERY FIRE DEPARTMENT,36029,PO BOX 8,MONTGOMERY,NY,12549,36,Orange,8454573205,41.526865,-74.23532,"(41.526865, -74.23532)"
MOUNT HOPE FIRE DEPARTMENT,36030,273 FINCHVILLE TPK PO BOX 23,OTISVILLE,NY,10963,36,Orange,8457425214,41.455687,-74.543886,"(41.455687, -74.543886)"
NEWBURGH FIRE DEPARTMENT (CITY),36031,22 GRAND STREET,NEWBURGH,NY,12550,36,Orange,8455697415,41.499355,-74.009746,"(41.499355, -74.009746)"
NEW HAMPTON FIRE COMPANY,36032,PO BOX 386,NEW HAMPTON,NY,10958,36,Orange,8453742111,41.410242,-74.416577,"(41.410242, -74.416577)"
NEW WINDSOR FIRE DEPARTMENT,36033,275 WALSH ROAD,NEW WINDSOR,NY,12553,36,Orange,9145658081,41.489058,-74.022054,"(41.489058, -74.022054)"
OTISVILLE VOL FIRE COMPANY,36034,PO BOX 865,OTISVILLE,NY,10963,36,Orange,9143862494,41.474381,-74.537201,"(41.474381, -74.537201)"
PINE BUSH HOOK AND LADDER CO,36035,2405 RT 52,PINE BUSH,NY,12566,36,Orange,8457442674,41.605913,-74.295454,"(41.605913, -74.295454)"
POCATELLO FIRE COMPANY,36037,5 POCATELLO ROAD,MIDDLETOWN,NY,10940,36,Orange,9143443421,41.441959,-74.45306,"(41.441959, -74.45306)"
PORT JERVIS FIRE DEPARTMENT,36038,21 ULSTER PLACE PO BOX 1002,PORT JERVIS,NY,12771,36,Orange,8458584099,41.378592,-74.687155,"(41.378592, -74.687155)"
SALISBURY MILLS FIRE COMPANY,36039,PO BOX 279,SALISBURY MILLS,NY,12577,36,Orange,9144961584,41.4303,-74.111,"(41.4303, -74.111)"
SLATE HILL FIRE DEPARTMENT,36040,PO BOX 3 RTE 284,SLATE HILL,NY,10973,36,Orange,8453557411,41.38822,-74.478368,"(41.38822, -74.478368)"
SPARROWBUSH FIRE DEPARTMENT,36041,79 MAIN STREET PO BOX 530,SPARROWBUSH,NY,12780,36,Orange,8458565047,41.402635,-74.72745,"(41.402635, -74.72745)"
SILVER LAKE FIRE DEPARTMENT,36042,26 MALTESE DRIVE,MIDDLETOWN,NY,10940,36,Orange,8453437131,41.456548,-74.391852,"(41.456548, -74.391852)"
TUXEDO FIRE DEPARTMENT,36043,RTE 17,TUXEDO,NY,10987,36,Orange,9143514211,41.23913,-74.205912,"(41.23913, -74.205912)"
UNIONVILLE FIRE DEPARTMENT,36044,BOX 372,UNIONVILLE,NY,10988,36,Orange,9147263068,41.30181,-74.56148,"(41.30181, -74.56148)"
VAILS GATE FIRE DEPARTMENT,36045,ROUTE 94 PO BOX 173,VAILS GATE,NY,12584,36,Orange,9145615511,41.455442,-74.053937,"(41.455442, -74.053937)"
WALDEN FIRE DEPARTMENT,36046,PO BOX 268,WALDEN,NY,12586,36,Orange,8456298877,41.551055,-74.191338,"(41.551055, -74.191338)"
